meeting_id,meeting_date,meeting_title,motion,result,yes_count,no_count
1168,2024-06-18,6/18/24 City Council,"To adopt the resolution approving the budget as amended to add $110,000 for one additional day for the Butte County Library and additional funds for the airport items.",passed,4,2
1168,2024-06-18,6/18/24 City Council,"to authorize Councilmember Van Overbeck and Winslow to come back with a plan for a committee on growth and community development, to be presented at the meeting in July",passed,6,0
1168,2024-06-18,6/18/24 City Council,The motion is not explicitly stated in the provided segment.,passed,6,0
1166,2024-06-04,6/4/24 City Council,Ordinance of the Council of the City of Chico amending portions of chapter 15.3 six regarding administration of the sewer system and processing and collection of sewer fees,passed,6,0
1166,2024-06-04,6/4/24 City Council,To table the preferential parking district item and have it as a regular agenda item in a future meeting.,"Not explicitly stated, but the discussion suggests the motion was accepted and the item was tabled.",0,0
1166,2024-06-04,6/4/24 City Council,Resolution of the City Council approving the final engineers report and ordering the levy and collection of assessments for the Houston Transit.,passed,7,0
1166,2024-06-04,6/4/24 City Council,Carry 6 -0 with one absence,passed,6,0
1166,2024-06-04,6/4/24 City Council,Direct staff to work with CSU to improve and manage the bike path and surrounding areas.,"Not explicitly stated, but implied to be passed due to the positive discussion.",0,0
1166,2024-06-04,6/4/24 City Council,Resolution to adopt the fiscal year 2024-25 proposed annual budget,passed,6,0
1166,2024-06-04,6/4/24 City Council,Approve the reauthorization resolution and ordinance for Measure H to place a successor measure on the November 2024 ballot.,Not explicitly mentioned in the segment,0,0
1166,2024-06-04,6/4/24 City Council,"Amend the city code to allow staff discretion to make changes in traffic signage under the amount of $10,000 without it having to go to internal affairs or the council.",passed,4,0
1166,2024-06-04,6/4/24 City Council,The specific motion being voted on is not explicitly stated in the provided segment.,passed,6,0
1165,2024-05-21,5/21/24 City Council,"To approve the consent agenda, including Item 2.1, an ordinance amending chapters 5.42 and 5R.42 of the Chico Municipal Code pertaining to commercial and commercial cannabis businesses.",passed,6,0
1165,2024-05-21,5/21/24 City Council,to approve the 2024-2025 annual action plan for use of federal community development block grant CDBG and home investment partnership home funds,passed,0,0
1165,2024-05-21,5/21/24 City Council,Introduction of ordinance amending portions of the Chief Municipal Code Chapter 15.36 regarding the administration of the sewer system processing and collection of sewer fees.,passed,6,0
1162,2024-05-07,5/7/24 City Council,All matters listed on the consent agenda,passed,7,1
1162,2024-05-07,5/7/24 City Council,approve the pay increases that were negotiated in closed session for the firefighters union,passed,7,0
1162,2024-05-07,5/7/24 City Council,"Set June 2024 as the last day for voluntary abatement, direct staff to ensure the abatement of any items that are not voluntarily removed, maintain an accounting of the costs associated with this effort, and provide counsel with a report of the costs to be recovered from property owners at the July 2nd council meeting.",passed,7,0
1162,2024-05-07,5/7/24 City Council,approve the fee adjustments and new fees as recommended by the finance committee,passed,8,0
1162,2024-05-07,5/7/24 City Council,recommended amendments to the Chico Municipal Code relating to the commercial cannabis businesses,passed,1,0
1162,2024-05-07,5/7/24 City Council,"Entering into a memorandum of understanding with Butte County to allocate $119,000 annually for a three-year term towards the operation of the sobering center.",passed,1,0
1162,2024-05-07,5/7/24 City Council,"Amending chapter 12 R-.32.070 of the Chico Municipal Code to prohibit motorized vehicles and allow two-way bicycle and pedestrian traffic on Peterson Memorial Drive, South Park Drive, and Bidwell Park.",passed,7,0
1162,2024-05-07,5/7/24 City Council,Unspecified motion (context not provided in the segment),passed,7,0
1160,2024-04-16,4/16/24 City Council,Approval of all matters listed on the consent agenda,passed,7,0
1160,2024-04-16,4/16/24 City Council,Not specified in the provided segment,Passed,7,0
1160,2024-04-16,4/16/24 City Council,"to recommend that the council approve the change to the code to add type n and type p licenses for manufacturing cannabis products and require those businesses to begin operations within three years, as well as amend the code to fix some typographical errors",passed,3,0
1160,2024-04-16,4/16/24 City Council,to approve the recommendations from the internal affairs committee regarding the addition of type n and type p licenses and the amendment of the code to fix typographical errors,passed,7,0
1160,2024-04-16,4/16/24 City Council,Approve the alteration of city codes so that commercial cannabis businesses will make payments 60 days after the end of every quarter instead of annually.,passed,7,0
1160,2024-04-16,4/16/24 City Council,Approve the four policy updates and form the council procedures committee,passed,7,0
1159,2024-04-02,4/2/24 City Council,approve council disqualifications,passed,0,0
1159,2024-04-02,4/2/24 City Council,Approval of a previous item (not explicitly named in the provided text),passed,7,0
1159,2024-04-02,4/2/24 City Council,"To send a letter on the second page, City of Chico letterhead, to contacts at Caltrans District 3 and Headquarters.",passed,6,1
1159,2024-04-02,4/2/24 City Council,To reconsider the decision to send the downtown complete streets project back for new designs and bring it back for further discussion before consultants develop new designs.,passed,0,0
1156,2024-03-19,3/19/24 City Council,"Use some of the Fire Victims Trust Fund Policy funds to repair residential roads, specifically proposing to allocate $3,430,000 to Public Works O&M for residential street maintenance over the next couple of years.",Not mentioned,0,0
1156,2024-03-19,3/19/24 City Council,To recommend that the council modify the Chico Municipal Code to allow alcohol to be served at private events in the city plaza.,passed,3,0
1156,2024-03-19,3/19/24 City Council,"Item 5.4: Internal Affairs Committee Recommendation, Mobile Home Space Rent Stabilization",failed,0,0
1156,2024-03-19,3/19/24 City Council,Refer the Mobile Home Space Rent Stabilization to committee,passed,6,1
1156,2024-03-19,3/19/24 City Council,Unspecified motion related to the Internal Affairs Committee Recommendation,passed,7,0
1156,2024-03-19,3/19/24 City Council,Approval of Mayor Coolidge's request for council members to give a three-minute report every other meeting about their district activities.,Not explicitly mentioned,0,0
1156,2024-03-19,3/19/24 City Council,Unspecified motion (context not provided),passed,5,2
1155,2024-03-05,3/5/24 City Council,To approve the resolution directing staff to apply to the local agency formation commission for the West East Avenue annexation.,passed,6,0
1155,2024-03-05,3/5/24 City Council,Approval of the downtown Chico Complete Streets Improvement Project,passed,6,0
1155,2024-03-05,3/5/24 City Council,to approve a fleet procurement and specification policy,passed,4,0
1155,2024-03-05,3/5/24 City Council,Unspecified motion related to the agenda item before reports and communications,passed,6,0
1155,2024-03-05,3/5/24 City Council,to have a discussion on sending a letter to Caltrans requesting participation in the Complete Treats Project downtown,passed,5,1
1154,2024-02-20,02/20/24 City Council,Approve the consent agenda,passed,7,0
1154,2024-02-20,02/20/24 City Council,Council member Winslow's request to sell alcohol on specific dates,Not voted on,0,0
1154,2024-02-20,02/20/24 City Council,Unspecified motion that resulted in a 4-2 vote with one recusal,passed,4,2
1154,2024-02-20,02/20/24 City Council,Council should direct staff to consider opportunities in return to Council regarding bike path lighting and safety improvements.,passed,6,1
1153,2024-02-06,2/6/24 City Council,To approve the ordinance of the City Council of the City of Chico approving Development Agreement 23-01 between the City of Chico and the Casino Chico Cardroom Scott.,passed,7,0
1153,2024-02-06,2/6/24 City Council,"Approval of the side letter agreement between the City of Chico and the Chico Police Officers Association, concerning signing bonuses and employee referral bonuses.",passed,5,1
1153,2024-02-06,2/6/24 City Council,Unspecified motion (as the specific motion is not mentioned in the segment),passed,6,1
1153,2024-02-06,2/6/24 City Council,The specific motion or item being voted on is not explicitly stated in the provided segment.,passed,7,0
1152,2024-02-01,2/1/24 Planning Commission,approve the minutes of January 18th,passed,5,0
1152,2024-02-01,2/1/24 Planning Commission,to approve the resolution and present that to city council,failed,0,0
1152,2024-02-01,2/1/24 Planning Commission,"To recommend that the city council not adopt mitigated negative declaration, not approve the general plan amendment 22-04, not approve rezone 22-02, and not approve subdivision 22-01 Orchard Creek Estates to Tetro Construction, Inc.",Not explicitly stated in the segment,0,0
1149,2024-01-16,1/16/24 Council Meeting,"Adoption of a statement standing for one nation, one god, indivisible, with liberty and justice for all",Not explicitly mentioned in the segment,0,0
1149,2024-01-16,1/16/24 Council Meeting,"To approve all matters listed on the consent agenda, including the amended December 5th minutes on item 2.1.",passed,4,0
1149,2024-01-16,1/16/24 Council Meeting,Unspecified motion (context not provided in the segment),passed,7,0
1149,2024-01-16,1/16/24 Council Meeting,Adopt an ordinance to amend Title 19 to remove the restriction on bars downtown.,passed,7,0
1149,2024-01-16,1/16/24 Council Meeting,approval of supplemental appropriation budget modification for three new sewer-related capital projects,passed,3,0
1149,2024-01-16,1/16/24 Council Meeting,"Approval of an item (likely related to a previous discussion, not explicitly stated in the provided segment)",passed,7,0
1149,2024-01-16,1/16/24 Council Meeting,Approval of the finance code recommendation to reword and put Measure H back on the ballot to survive the Tax Protection Act.,Passed,6,1
1149,2024-01-16,1/16/24 Council Meeting,Approval of the agenda or previous item (implied from the context),passed,7,0
1149,2024-01-16,1/16/24 Council Meeting,Motion to approve Mayor Coolidge's recommendation to invite Cal Water to make a presentation on their water savings program and consider enacting it for the city.,passed,5,0
1149,2024-01-16,1/16/24 Council Meeting,Consideration of changing the restriction of how long a boat or RV can be on a city street from one week down to 72 hours.,passed,6,0
1149,2024-01-16,1/16/24 Council Meeting,"To discuss revisiting the limitations on the sale hours of alcohol, specifically lifting the ban on selling alcohol after midnight on certain days such as Labor Day and graduate week.",passed,7,0
1149,2024-01-16,1/16/24 Council Meeting,To agendize a discussion about the diversion dam and the accumulation of sediment in the Lindo Channel.,passed,7,0
1147,2024-01-06,1/6/24 Emergency Council Meeting,Confirm the holding of this emergency city council meeting due to disruption or threatened disruption of public facilities.,passed,4,1
1147,2024-01-06,1/6/24 Emergency Council Meeting,Adjourn and hold a properly noticed special meeting to reconsider the item.,failed,0,0
1147,2024-01-06,1/6/24 Emergency Council Meeting,"One, safe spaces to immediately cease operations at city facilities. Two, appoint two council members to attend Tuesday's meeting with staff and safe space representatives to help facilitate a trusted partnership. Three, barring that from happening, the city attorney's office is directed to pursue the initiation of litigation.",passed,5,0
1147,2024-01-06,1/6/24 Emergency Council Meeting,Council Member Birnbaum and Council Member Wiesel to attend Tuesday's meeting with staff and safe space representatives.,passed,1,0
1146,2023-12-19,12/19/23 City Council,Approve all items under the consent agenda except item 2.2,passed,7,0
1146,2023-12-19,12/19/23 City Council,Send the shopping cart ordinance back to staff to be modified and to find a workable solution that is less punitive to business owners.,passed,7,0
1146,2023-12-19,12/19/23 City Council,"confirmation of amended contract for Deputy Director Public Works Operations and Services, providing a vehicle allowance of $400 a month",passed,7,0
1144,2023-12-05,12/5/23 City Council Meeting,approve the consent agenda with item 2.1 being heard under regular,not yet determined,0,0
1144,2023-12-05,12/5/23 City Council Meeting,Unspecified motion prior to moving on to public comments,passed,7,0
1145,2023-12-05,12/5/23 Council Meeting,to approve the consent agenda with item 2.1 being heard under regular business,passed,5,0
1145,2023-12-05,12/5/23 Council Meeting,Unspecified motion prior to moving on to public comments,passed,7,0
1145,2023-12-05,12/5/23 Council Meeting,"Approval of the police department's request to unfreeze five positions and overhire four positions for training to backfill retirements, with associated budget adjustments.",passed,7,0
1145,2023-12-05,12/5/23 Council Meeting,To direct staff to research implementing a short-term rental fee schedule with a tiered system.,Failed (motion died without a second),1,0
1145,2023-12-05,12/5/23 Council Meeting,To have a discussion on recent upticks and instances of discrimination in the community and what the city can do to provide relief to those affected.,passed,6,1
1145,2023-12-05,12/5/23 Council Meeting,To request a presentation by Cal Water on a citywide water saving program along with the potential for action by council.,passed,6,1
1143,2023-11-21,11/21/23 Council Minutes,approve a final claim determination from the fire victims trust in the amount of $43 million,passed,7,0
1143,2023-11-21,11/21/23 Council Minutes,"Approve the consent agenda as read, which included ordinance of the City Council of the City of Chico approving Amendment No. 6 to Development Agreement 0502 between the City of Chico and Marion Park LLC, Gonzales Development Company.",Passed (implied by the context),0,0
1143,2023-11-21,11/21/23 Council Minutes,Unspecified motion (as the specific motion is not detailed in the provided segment),passed,7,0
1141,2023-11-07,11/7/23 City Council,approve the consent agenda which is voted on by the City of Chicago under Chapter 2.5,passed,31,0
1141,2023-11-07,11/7/23 City Council,addition of drones to military equipment inventory,passed,6,0
1141,2023-11-07,11/7/23 City Council,Not specified in the segment,Not specified in the segment,0,0
1141,2023-11-07,11/7/23 City Council,2.1 assets,passed,3,1
1141,2023-11-07,11/7/23 City Council,Agendize a conversation about mobile home parks and see if there are ordinances that could possibly apply for our community.,passed,6,1
1140,2023-10-17,10/17/23 City Council,To appoint John Lamb as city attorney and authorize the city manager to make amendments consistent with the appointment.,passed,7,0
1140,2023-10-17,10/17/23 City Council,all matters listed on the consent agenda,passed,7,0
1140,2023-10-17,10/17/23 City Council,To approve the appeal for the removal of a tree at Forest Stonehaven Court.,Failed,3,3
1140,2023-10-17,10/17/23 City Council,"To approve the supplemental appropriation budget modification number 2024, EWO-001, to move $43,000 in ARPA funds from one project to another for the operations of the alternate site.",passed,6,1
1140,2023-10-17,10/17/23 City Council,ratification of memorandum of understanding with Chico police management employees,passed,7,0
1140,2023-10-17,10/17/23 City Council,Elimination of residential parking requirements for downtown development in the in lieu parking benefit area under Chico's municipal code 19.70.040,passed,6,1
1140,2023-10-17,10/17/23 City Council,Unspecified motion related to the report on short-term rentals,passed,7,0
1140,2023-10-17,10/17/23 City Council,"Resolution calling for a referendum on Valley's Edge, including the approval of the general plan amendment (resolution 08-23) and the specific plan (resolution 09-23), to be consolidated with the presidential primary election in March 2024.",passed,7,0
1135,2023-09-19,9/19/23 City Council,"To approve the consent agenda as read, including the ordinance of the City of Chico, City Council repealing Title 18, and replacing with the comprehensive Chico Municipal Code Title 18 subdivision ordinance update, amending Title 1 Chapter 1.14 of the City of Chico Municipal Code to revise a nuisance abatement chapter, and adding a new Chapter 9.32 to the Chico Municipal Code regulating stolen or abandoned shopping carts and other carts, establishing an abatement and enforcement program related thereto.",passed,7,0
1135,2023-09-19,9/19/23 City Council,hearing to consider adoption of the 2022 housing elements for 2022 through 2030,passed,7,0
1134,2023-09-05,9/5/23 City Council,Approve all matters listed on the consent agenda,passed,7,0
1134,2023-09-05,9/5/23 City Council,To approve the issuance of bonds by the CMFA for the financing of the Oleander Community Housing Project.,passed,7,0
1134,2023-09-05,9/5/23 City Council,to approve the resolution to continue the temporary closure of a portion of the old Humboldt Road to unauthorized vehicles for another 18 months,passed,7,0
1134,2023-09-05,9/5/23 City Council,Carry the motion related to Item 4.4: Hearing to consider a Comprehensive Treatment Municipal Code Title 18 Subdivision Arrangements Update.,passed,7,0
1131,2023-08-01,8/1/23 City Council,"Approval of the consent agenda, excluding the minutes of the June 6th meeting",passed,5,0
1131,2023-08-01,8/1/23 City Council,Unspecified motion prior to public comments,passed,5,2
1131,2023-08-01,8/1/23 City Council,Resolution to approve a five percent increase in the property assessment as well as the general benefit assessment for the property business improvement district (PEABED).,Passed,1,0
1131,2023-08-01,8/1/23 City Council,Approval of the resolution authorizing the city manager to execute the grant of license for Stobel Coffee to implement and maintain a proposed bike parking facility at 418 Broadway Street.,passed,5,0
1131,2023-08-01,8/1/23 City Council,"Approval of the supplemental appropriation budget modification for two specific increases in project funding through the capital improvement program: $525,000 for the Cohasset Road widening project and $3.5 million for the Bikeway 99 Phase 5 pedestrian overcrossing project.",passed,4,0
1131,2023-08-01,8/1/23 City Council,job title changes with no change to pay to keep up with industry standard for the electrical environmental supervisor and lead operator positions,passed,5,0
1131,2023-08-01,8/1/23 City Council,"Amendment to the City of Chico, Budget Appendices",passed,5,0
1131,2023-08-01,8/1/23 City Council,"To agendize a request for information on short-term rentals, including the number in the city, the process in place, TOT collection, and revenue over the past three to five years, with a report to be brought back by staff.",passed,5,0
1129,2023-07-05,7/5/23 City Council,Consent agenda items 2.1 through 2.4 and 2.6 and 7,Passed with modifications,0,1
1129,2023-07-05,7/5/23 City Council,authorization to apply for the grant,passed,6,0
1129,2023-07-05,7/5/23 City Council,Resolution approving transfer of APN 018 52002 to Bruce Road Associates for the creation of a 132 acre conservation preserve.,passed,6,0
1129,2023-07-05,7/5/23 City Council,"To approve the request to remove one FTE of a right-of-way agent and replace it with one FTE of an associate planner, resulting in savings of approximately $25,000 per year.",passed,6,0
1129,2023-07-05,7/5/23 City Council,Approval of supplemental appropriate budget modifications,passed,6,0
1125,2023-06-06,6/6/23 City Council,to consider all items listed on the consent agenda as routine in nature and enact them by one motion,passed,7,0
1125,2023-06-06,6/6/23 City Council,Not specified in the segment,passed,7,0
1124,2023-05-16,5/16/23 City Council,Adopt this budget,"Not explicitly stated, but implied to be passed as no dissent is mentioned",0,0
1124,2023-05-16,5/16/23 City Council,To approve all matters listed on the consent agenda as routine in nature and enact them in one motion.,passed,5,0
1124,2023-05-16,5/16/23 City Council,Unspecified motion prior to business from the floor,passed,7,0
1124,2023-05-16,5/16/23 City Council,Adopt the Urban Forest Master Plan with the recommended changes from the Internal Affairs Committee meeting.,passed,7,0
1124,2023-05-16,5/16/23 City Council,approval of the recommendations for the supplemental appropriation budget modification to allocate $4 million of Measure H funds for roadway maintenance projects,passed,6,1
1124,2023-05-16,5/16/23 City Council,not specified in the provided segment,passed,5,2
1124,2023-05-16,5/16/23 City Council,"Supplemental appropriation including transferring $3.5 million from the Notre Dame Bridge project to Bruce Road, additional funding for Bikeway 99 Phase 5 project, and a $900,000 transfer from the public infrastructure fund to the Cohasset Road project.",passed,6,0
1124,2023-05-16,5/16/23 City Council,Approval of the bike path project,passed,7,0
1124,2023-05-16,5/16/23 City Council,"amendment to the City of Chico budget, appendices, B-1 and B-3, to convert two caseworker classifications from contractual services positions to full-time regular positions",passed,6,1
1124,2023-05-16,5/16/23 City Council,consideration of renaming the Chico Pallet Shelter,passed,5,2
1122,2023-05-02,5/2/23 City Council,To approve the routine matters in one motion.,passed,7,0
1122,2023-05-02,5/2/23 City Council,"Adoption of the resolution declaring weeds, rubbish, refuse, and the release of public nuisance, ordering abatement and removal, setting a deadline for abatement, and providing assessment for the cost of abatement.",passed,6,0
1122,2023-05-02,5/2/23 City Council,"to review and approve the 2023-2024 annual action plan for the use of federal community development block grants, EDG, and home investment partnership grant, home funds, including proposed funding for public funding",passed,7,0
1122,2023-05-02,5/2/23 City Council,Approval of the resolution amending the city's fee schedule as presented and recommended by the Finance Committee.,Not explicitly mentioned in the segment.,0,0
1122,2023-05-02,5/2/23 City Council,To approve the nomination slate for the Airport Commission and Climate Action Commission,passed,7,0
1122,2023-05-02,5/2/23 City Council,To direct staff to look at the application for a pro-housing designation and see what would be needed to achieve this designation.,passed,5,2
1122,2023-05-02,5/2/23 City Council,To create a pedestrian-oriented way sign program for downtown.,passed,6,0
1122,2023-05-02,5/2/23 City Council,To amend Chico's code 19.44.40 to allow the city council to approve additional type 48 licenses in the downtown north zoning district.,passed,6,1
1122,2023-05-02,5/2/23 City Council,To revise the application for the commissioners to include disclosure of potential conflicts of interest.,passed,6,1
1121,2023-04-18,4/18/23 City Council,to enact all matters listed on the consent agenda,passed,8,0
1121,2023-04-18,4/18/23 City Council,Unspecified motion (as the segment does not provide details on what was voted on),passed,7,0
1120,2023-04-04,4/4/23 City Council,"To approve the consent agenda as read, the ordinance, and the consent agenda items listed in the agenda, including the resolution for a $3 million grant application for improvements to the Park Avenue corridor and the ordinance amending Chapter 14.70 of the Chico Municipal Code to regulate the use of public right of way for outdoor cafes.",passed,6,0
1120,2023-04-04,4/4/23 City Council,To wait on the renewal of ordinance number 2576 until May.,failed,2,4
1120,2023-04-04,4/4/23 City Council,Unspecified motion (as the segment does not provide details of a specific motion),Passed,5,1
1119,2023-03-21,3/21/23 City Council,"to approve a settlement regarding case Case XXS versus city of Chico, Workers' Comp claim number CWCO550115",passed,7,0
1119,2023-03-21,3/21/23 City Council,Approve the consent agenda,passed,7,0
1119,2023-03-21,3/21/23 City Council,"Resolution of the City Council of the City of Chico ordering the formation of a maintenance assessment district, improving the declaration of conditions, covenants, and restrictions relating thereto, City of Chico maintenance assessment number A51 Magnolia Garden.",passed,7,0
1119,2023-03-21,3/21/23 City Council,"Resolution of the Council of the City of Chico approving memorandum of understanding between the City of Chico and Stationary Engineers Local 39 L39 regarding pay, hours, and other terms and conditions of employment for the period of January 1, 2023 through June 30, 2025, 2023 Local 39 MOU.",passed,7,0
1119,2023-03-21,3/21/23 City Council,Approval of Supplemental Appropriation and Budget Modifications under 2023 AST 003,passed,7,0
1119,2023-03-21,3/21/23 City Council,Formation of a creation of an Ad hoc Quality of Life Committee,failed,0,0
1119,2023-03-21,3/21/23 City Council,"To agendize a discussion about the allocation of Measure H funds, specifically 70% for roads and 30% for public safety and parks, for the current budget cycle.",passed,7,0
1119,2023-03-21,3/21/23 City Council,To agendize a reconsideration of Council Member Reynolds' vote for the planning commission.,passed,6,1
1118,2023-03-07,3/7/23 City Council,"approve the rest of the consent agenda items, excluding items 2.2 and 2.4",passed,6,0
1118,2023-03-07,3/7/23 City Council,Motion to table item 2.2 to another meeting,passed,7,0
1118,2023-03-07,3/7/23 City Council,Unspecified motion related to Coolidge,passed,7,0
1118,2023-03-07,3/7/23 City Council,"Appointment of Vianna Boreen, Bonnie Pipkin, and Katie Posey to the Arts Commission for four-year terms",Not yet determined as the segment does not include the voting outcome,0,0
1118,2023-03-07,3/7/23 City Council,Appointment of Gina Bax to the Arts Commission for a two-year term due to a vacancy,Not yet determined as the segment does not include the voting outcome,0,0
1118,2023-03-07,3/7/23 City Council,"Approval of the reclassification of positions including a management analyst, senior plans examiner, administrative specialist, and field supervisor, along with the associated budget adjustments.",passed,4,3
1118,2023-03-07,3/7/23 City Council,"To direct city staff to allow and create a code amendment that would permit alcohol in the downtown plaza, similar to the municipal golf course, with the possibility of the city manager approving such events.",passed,7,0
1118,2023-03-07,3/7/23 City Council,whether to discuss changing the reference to downtown Chico to read historic downtown Chico,passed,5,0
1118,2023-03-07,3/7/23 City Council,To create a letter of support or endorsement for Senate Bill 43 and 363,passed,7,0
1118,2023-03-07,3/7/23 City Council,To update AP and P-1010 regarding Council Member requests and the process for making requests from the dais,passed,6,1
1116,2023-02-21,2/21/23 City Council,Approve all matters listed on the consent agenda,passed,7,0
1116,2023-02-21,2/21/23 City Council,Approving the abandonment and vacation of portions of Bruce Avenue and La Vie Sait Way public right of way.,passed,7,0
1116,2023-02-21,2/21/23 City Council,"Approving the abandonment and vacation of portions of Chestnut Street right away and adjacent alleys, public utility easements, and Block 19 of the map entitled Barber.",passed,7,0
1116,2023-02-21,2/21/23 City Council,Unspecified motion prior to moving on to the regular agenda,passed,7,0
1116,2023-02-21,2/21/23 City Council,"Approval of a workable solution for the town, as monitored by Mayor Coolidge and Vice Mayor Reynolds",passed,7,0
1116,2023-02-21,2/21/23 City Council,"Approval of the request for a management analyst position in the administrative services department, with an annual cost of approximately $128,000, primarily funded by grant funds and the fiber utility effort, and a $23,000 cost per year to the general fund.",passed,7,0
1116,2023-02-21,2/21/23 City Council,Unknown (not specified in the segment),passed,6,1
1116,2023-02-21,2/21/23 City Council,"To agendize a discussion of updating the city sign ordinance if necessary to allow building monument signs, with recommendations from staff.","Not explicitly stated, but the motion seems to be accepted for further discussion.",0,0
1116,2023-02-21,2/21/23 City Council,Request the Council discuss granting regulatory relief to small mutual aid projects like the community fridge.,failed,3,4
1116,2023-02-21,2/21/23 City Council,Carries 6 -0 with one recusal.,passed,6,0
1116,2023-02-21,2/21/23 City Council,Unspecified motion (context not provided),passed,7,0
1113,2023-02-07,2/7/23 City Council,Unspecified motion (context not provided in the segment),passed,7,0
1113,2023-02-07,2/7/23 City Council,"Approve amendments to the City of Chico budget appendix B1 and B3, including an additional human resources technician position for risk management and administrative cleanup for the assistant park manager.",passed,6,0
1113,2023-02-07,2/7/23 City Council,Unspecified motion prior to the review of Board and Commission and by annual recruitment update,passed,6,0
1102,2023-01-17,1/17/23 City Council,"To approve item 2.1, which includes ordinances amending the pre-zoning of the property within the Valley's Edge Specific Plan area and adding the Valley's Edge Specific Plan Zoning Overlay District to the Chico Municipal Code.",passed,5,1
1102,2023-01-17,1/17/23 City Council,Approval of an unspecified item prior to the regular agenda item 5.1,passed,7,0
1102,2023-01-17,1/17/23 City Council,"Approval of a resolution that modifies the Chico Fire Management Employees MOU, including a 5% pay increase retroactive to September 2022, a 1% CalPERS pickup on the employee side, another 5% increase due in July 2023 with another 1% CalPERS employee pickup, and other modifications to the contract.",passed,3,0
1102,2023-01-17,1/17/23 City Council,"Item 5.3, approval of the consideration of a shop local program",passed,7,0
1102,2023-01-17,1/17/23 City Council,"Support for the proposal to work with the DCVA to identify and implement street closures for pedestrian zones, with engagement from businesses and testing of locations.",passed,1,0
1102,2023-01-17,1/17/23 City Council,"Exploring the option to work with the county to keep the library open for at least one more day, making it open for five days a week.",passed,6,1
1101,2023-01-03,1/3/23 City Council,Approve all matters listed on the consent agenda as noted,passed,4,0
1101,2023-01-03,1/3/23 City Council,"Not explicitly stated in the provided segment, but appears to be a procedural vote to start the business from the floor.",passed,7,0
1101,2023-01-03,1/3/23 City Council,consideration of an introduction of ordinance and adoption of an urgency ordinance amending Title 12 of the City of Chico Municipal Code to specify that violation of Chapter 1218 is punishable as a misdemeanor infraction,passed,5,1
1101,2023-01-03,1/3/23 City Council,Adopt by a supermajority the attached urgency ordinance entitled an urgency ordinance of the City of Chico amending Title 12 of the City of Chico Municipal Code to specify that violations of Chapter 12.18 shall be a misdemeanor or infraction.,Not specified in the segment,0,0
1101,2023-01-03,1/3/23 City Council,Introduce and waive first reading of the attached ordinance entitled an ordinance of the City of Chico amending Title 12 of the City of Chico Municipal Code to specify that violations of Chapter 12.18 shall be a misdemeanor or infraction.,Not specified in the segment,0,0
1101,2023-01-03,1/3/23 City Council,Confirmation of appointment of councils and committees with some changes made to the previously published list.,passed,6,1
1101,2023-01-03,1/3/23 City Council,Confirmation of the amended list of council members serving on various committees.,passed,7,0
1101,2023-01-03,1/3/23 City Council,"Approval of a simple clerical fix to a contract for the Deputy Director Building Official, Dale Fletcher, to include a vehicle allowance of $400 per month.",passed,7,0
1101,2023-01-03,1/3/23 City Council,Approval of the agenda reports and communications,passed,7,0
1100,2022-12-20,12/20/22 City Council,approve all matters listed on the consent agenda,passed,0,0
1100,2022-12-20,12/20/22 City Council,Approval of Billy Aldridge as the next Chief of Police,passed,7,0
1100,2022-12-20,12/20/22 City Council,Approval of code amendments and SB 9 codification,passed,7,0
1100,2022-12-20,12/20/22 City Council,Adopt the card room amendments,passed,5,2
1100,2022-12-20,12/20/22 City Council,Not specified in the segment,passed,6,0
1100,2022-12-20,12/20/22 City Council,Direct staff to analyze the downtown parking needs and possibly expand the parklet program,passed,3,0
1100,2022-12-20,12/20/22 City Council,Extend the temporary parklets to December 1st,passed,0,0
1100,2022-12-20,12/20/22 City Council,Remove the parklets by December 1st due to them being unattractive and taking up parking spaces,passed,0,0
1100,2022-12-20,12/20/22 City Council,"Send the topic of discussion of extending a temporary, like a permanent temporary parklet to the program downtown to internal affairs",passed,0,0
1100,2022-12-20,12/20/22 City Council,"Ratification of the draft confidential MOU, which was also negotiated via a successor MOU process.",Passed,7,0
1100,2022-12-20,12/20/22 City Council,ratification memo of the Nursing and Chico Police Officers Association (CPOA) MOU,passed,7,0
1100,2022-12-20,12/20/22 City Council,Approval of the letter of agreement with Missionary Engineers Local 39,passed,7,0
1100,2022-12-20,12/20/22 City Council,"To approve the request to explore additional dog park locations, with at least one new location and potentially more if staff identifies appropriate sites.",passed,7,0
1100,2022-12-20,12/20/22 City Council,Use ARPA funds for a shop local campaign,passed,7,0
1100,2022-12-20,12/20/22 City Council,Unspecified (context not provided in the segment),passed,7,0
1092,2022-12-06,12/6/22 City Council,Approval of all matters listed on the consent agenda,passed,6,0
1092,2022-12-06,12/6/22 City Council,Approval of Letter Agreement with the Chico Police Officers Association (CPOA) regarding referral and signing bonuses.,passed,6,1
1092,2022-12-06,12/6/22 City Council,"Approval of the letter agreement between the city and CPSA, including a $20,000 lateral signing bonus for newly hired public safety dispatchers, a $1,500 referral bonus for current employees, freezing of two positions to fund a 15% increase for all dispatch positions, and an increase in the uniform allowance from $550 to $900.",passed,6,0
1092,2022-12-06,12/6/22 City Council,Unspecified (context not provided in the segment),passed,6,1
1092,2022-12-06,12/6/22 City Council,Agendize the establishment of pedestrian zones downtown,passed,6,1
